iteration,sequence_index,timestep_index,x,y,z
1,12,6,0.11655819289793723,0.045574012304516534,1.2021545376079135
1,12,7,0.13450332361644046,0.06304778176750002,1.1709822579397615
1,12,8,0.14944263965949478,0.08170191190941324,1.1382702688848392
1,12,9,0.16261850851569243,0.10014470897658803,1.1041515813136298
1,13,0,4.3455668194614545e-05,5.368219856811095e-10,1.2809999986309004
1,13,1,0.009694661754684678,0.0005171867095342283,1.2805743017091238
1,13,2,0.027218935644088598,0.0030493263747103845,1.2774709220346991
1,13,3,0.049657730215626555,0.008861698067035479,1.2688266656110518
1,13,4,0.07424595296029424,0.01758497862715354,1.2534241589100594
1,13,5,0.09948609761032857,0.032859531367805284,1.2305230212439704
1,13,6,0.12340140668291047,0.048572295455078865,1.2019353967826616
1,13,7,0.14455175727249084,0.0656783101507293,1.1697683786098427
1,13,8,0.1619309221634066,0.08390470619109672,1.1365886400977288
1,13,9,0.17658313866040337,0.10278661711765723,1.1029667449588303
1,14,0,6.527752402818848e-05,6.911958360810051e-10,1.2809999972756334
1,14,1,0.009819497038586877,0.00017236049948172577,1.2805736207637672
1,14,2,0.026576311576630436,0.002613017551820392,1.2775590416557365
1,14,3,0.05006581818993832,0.008487429348219222,1.2688042714841508
1,14,4,0.07265165568021631,0.016907570866942268,1.254054371875864
1,14,5,0.09621289574550332,0.030552569817405804,1.2322285662726347
1,14,6,0.11975948344547285,0.04466027730484305,1.2042132800520942
1,14,7,0.14118524032674284,0.058036046571363825,1.1725074190197609
1,14,8,0.15838346546801224,0.07594115836092374,1.1392844851802866
1,14,9,0.17303357468736041,0.09370091026298018,1.105294379507155
1,15,0,5.0807849156284246e-05,4.891722784217817e-10,1.2809999982608398
1,15,1,0.00928562974156421,0.00038138852431451783,1.2805986750190295
1,15,2,0.02700304333345318,0.0022590629962734405,1.2775123561331196
1,15,3,0.04848887338771814,0.008271354066473295,1.269267011682836
1,15,4,0.06968923891333811,0.014898562485193991,1.2555760323574943
1,15,5,0.09341571725138412,0.02658721276256555,1.2342694763001834
1,15,6,0.11572153598836488,0.04166685047219819,1.207170278612649
1,15,7,0.13521666208202165,0.060575936695667104,1.17588861185556
1,15,8,0.15078049655361714,0.08138157031477539,1.1430921109391137
1,15,9,0.16507846836476847,0.09905237881045745,1.1094981307752785
1,16,0,5.839303760811859e-05,6.226269339514034e-10,1.2809999977789226
1,16,1,0.009490635782952223,0.0003515506426744392,1.2805885787334714
1,16,2,0.027435224306189263,0.0019746441101995806,1.2774574392115772
1,16,3,0.04791199931237343,0.006717015963951265,1.2694085315887065
1,16,4,0.06871326860740418,0.015321493637085456,1.2553412993201007
1,16,5,0.0902213264552985,0.027786082823090735,1.2350177588560447
1,16,6,0.11240416253525462,0.04267315072724276,1.207197256024681
1,16,7,0.1323722123444336,0.0575935608011099,1.1757661573326956
1,16,8,0.14884555706497532,0.07564795957864051,1.142339928962875
1,16,9,0.16177072114602994,0.09502950529083984,1.1087458604324454
1,17,0,4.106249263575503e-05,4.927312704443125e-10,1.2809999987238523
1,17,1,0.0091284670884293,0.0004468770067132704,1.28060408006886
1,17,2,0.02708099868986968,0.002226223895693592,1.2775015039447422
1,17,3,0.05141947838728689,0.006138849343974117,1.2686588119625615
1,17,4,0.07448106753862058,0.013154715447581143,1.253680172742439
1,17,5,0.09918857000821153,0.026578605390080605,1.2307767275785646
1,17,6,0.12125791275259061,0.043684757080030334,1.2028184739382084
1,17,7,0.14198981177860343,0.058887362105502425,1.1707603085209262
1,17,8,0.1596164445717172,0.07332557418225834,1.137926258657176
1,17,9,0.1736212434828158,0.0912397664548562,1.1046843884485715
1,18,0,5.624816426658166e-05,5.657632249516688e-10,1.2809999979258724
1,18,1,0.00896655292827777,0.0003380685749505277,1.2806133731722071
1,18,2,0.026267133711589157,0.0028475857228598914,1.2775988444951865
1,18,3,0.04811887626749252,0.008664566962297077,1.2690566679141553
1,18,4,0.06933344494057742,0.019539483563038005,1.2541485112306219
1,18,5,0.09182738650157676,0.03137481109608569,1.2324864635910882
1,18,6,0.11336467512673346,0.046342516560873834,1.2048235637532951
1,18,7,0.1315276330690322,0.0645332680700104,1.1737013306170476
1,18,8,0.14709059116392398,0.0809913535467481,1.1414093074342908
1,18,9,0.16058908517453163,0.09694994974976678,1.1089034438141003
1,19,0,4.019225006509101e-05,4.2493205389950925e-10,1.2809999987579797
1,19,1,0.009336280115524984,7.573982486981022e-05,1.2805993547929633
1,19,2,0.027539710670446887,0.0009225362616832513,1.2774592480238953
1,19,3,0.04919508405943015,0.004423550482931246,1.269070351262306
1,19,4,0.07154663159263669,0.011682834067594534,1.2549194716779581
1,19,5,0.09458937408113352,0.02170918369351717,1.2343182931092178
1,19,6,0.11607858229032089,0.03819945800812445,1.2079379690760765
1,19,7,0.13705306283119328,0.05459745114178162,1.1764043445327454
1,19,8,0.15554021189306078,0.06997340876368605,1.1431327368573125
1,19,9,0.1685706224836104,0.09146267220202364,1.1096041174936173
1,20,0,6.007081929165922e-05,6.804827278376023e-10,1.2809999976769353
1,20,1,0.009389964622859005,0.00048729538834747414,1.2805924354958034
1,20,2,0.026819805806910547,0.0025331306080343986,1.277532254228357
1,20,3,0.04896414331139348,0.007285278833913795,1.269033547904503
1,20,4,0.07097798068109844,0.018374633271818236,1.2538258671477152
1,20,5,0.09486600079583943,0.029904246698034306,1.2310210852190813
1,20,6,0.11659199183955002,0.04460927012155072,1.2025634339507552
1,20,7,0.1343083532419664,0.06202097711508364,1.1716862618968147
1,20,8,0.14983565177565017,0.07734043226080187,1.1398012219338607
1,20,9,0.16333686714568846,0.095120264228952,1.1058223604875375
1,21,0,3.912204462005745e-05,4.414588021853759e-10,1.2809999988607221
1,21,1,0.00970412227251224,0.00027129070798498573,1.2805762691489069
1,21,2,0.02824719043551406,0.0028603783663869124,1.2773214958696444
1,21,3,0.051460631328620755,0.008907812065488477,1.2681143008539693
1,21,4,0.07515624268481078,0.019446942710107617,1.2527829319614838
1,21,5,0.10015503086756992,0.03295861118384922,1.230250479468937
1,21,6,0.12438130739519229,0.04888894466795944,1.201106604786042
1,21,7,0.1449187338456755,0.066918670836797,1.1690321853400845
1,21,8,0.16318781182908187,0.08300602765605955,1.1355715294339712
1,21,9,0.1774779463314728,0.10274597040292482,1.101860213169346
1,22,0,6.717545978405876e-05,7.509225353617872e-10,1.2809999971309656
1,22,1,0.009269507442209668,0.0004062689128155002,1.2805993165118696
1,22,2,0.027150273497851367,0.002211186887496397,1.2774958402207457
1,22,3,0.049994316279601714,0.007103596839050106,1.2686139996085266
1,22,4,0.07266751307827973,0.014959139982385732,1.2529736960081908
1,22,5,0.09562879670898351,0.02572695343588945,1.23056026238933
1,22,6,0.11727091369711475,0.037780794274835224,1.203000904345415
1,22,7,0.13522763328679133,0.05492136310204085,1.172209521479975
1,22,8,0.152346693259153,0.06809795532878596,1.139542186232924
1,22,9,0.16527539807069497,0.08624694422761515,1.1065854148511338
1,23,0,3.678333715835152e-05,3.9968957787558934e-10,1.280999998943818
1,23,1,0.009229321734937375,0.00026593781977977114,1.2806008026247588
1,23,2,0.027229903988448885,0.0021409164533941418,1.277484969112951
1,23,3,0.051555836255508566,0.007494906362288558,1.2678383999296512
1,23,4,0.07373666313864474,0.01395410658885865,1.2524143235915697
1,23,5,0.09507712162929044,0.028398458774090564,1.230380641683176
1,23,6,0.11548283883258298,0.04402718055528561,1.2028794618491156
1,23,7,0.13452967007239613,0.05930049580422582,1.171547302027872
1,23,8,0.15010265445795717,0.07610355863136248,1.1390802883892717
1,23,9,0.1637315620710738,0.09259482202539676,1.1058708747427992
1,24,0,3.394607982817752e-05,4.171552501759483e-10,1.2809999991164944
1,24,1,0.009975717360123211,0.0003477888185720064,1.2805602906545548
1,24,2,0.02832682630197364,0.0031576499899511074,1.277293992811441
1,24,3,0.050418773190981314,0.008097871221289845,1.268507785576723
1,24,4,0.07160946428229975,0.01575096564326587,1.2535497078846614
1,24,5,0.09367342815097722,0.025861666193985312,1.2324589697517023
1,24,6,0.11596936569723107,0.0410475473554128,1.2038382338503244
1,24,7,0.13548503127608896,0.05590683371414846,1.1722247786588402
1,24,8,0.15063078963266474,0.07279734065770631,1.1402659425982644
1,24,9,0.16321270875621316,0.09175016424149968,1.1071145233538218
1,25,0,4.0369830296858034e-05,4.829055027491709e-10,1.2809999987462526
1,25,1,0.009649328918157354,0.00019799455772176298,1.280582035040298
1,25,2,0.02690047810594301,0.0019799914789706704,1.2775756656192354
1,25,3,0.04760118405239464,0.006972815557116461,1.2695359413985101
1,25,4,0.06892987110206408,0.0152641395542179,1.2553897319242637
1,25,5,0.09173482613786589,0.02838372893188202,1.2339051361041689
1,25,6,0.11228942371066902,0.046615690096978676,1.20680621600843
1,25,7,0.13183982989977,0.06162280067668434,1.1758758962805997
1,25,8,0.14726219798708265,0.08145058599068003,1.142922139129343
1,25,9,0.1608396236507913,0.09822155601394161,1.1100656580862798
2,0,0,0.171053810643035,0.11921213429657923,1.0765251976963375
2,1,0,0.18044256175708054,0.133249039145674,1.0506817109382802
2,1,1,0.17902169959572176,0.13086870509126156,1.0568098173239695
2,1,2,0.1810456420430083,0.12424560513104757,1.0552992814392836
2,1,3,0.18142345609727797,0.12299473876394168,1.0469457497360488
2,1,4,0.18069902012840983,0.12510436410270742,1.0317776630599658
2,1,5,0.1799468908191578,0.1326018396336637,1.011564662992831
2,1,6,0.1815014026380238,0.1399388350344035,0.9863545486943927
2,1,7,0.18172625369887035,0.15000413122073047,0.9603304953463688
2,1,8,0.1845416450063094,0.15543198187312254,0.9359370110093833
2,1,9,0.18629951307858217,0.1634235312147586,0.912832106519375
2,2,0,0.18044353415756204,0.1332504407657878,1.0506772431732305
2,2,1,0.18046891991210218,0.1269599331729832,1.0566490299919713
2,2,2,0.17968574875199433,0.12132258777703617,1.0595558607872437
2,2,3,0.1782174755289652,0.12078437634085129,1.0547634783157922
2,2,4,0.17624718372927162,0.12391371642518528,1.0422213290105895
2,2,5,0.17416165382209187,0.13164540588105267,1.025412746120408
2,2,6,0.1739904391368871,0.1399217369818954,1.0035506103335385
2,2,7,0.17658234861463684,0.14670876706069147,0.9776012002479418
2,2,8,0.1791073322114951,0.15385159372955257,0.9518548633454424
2,2,9,0.18162711183509017,0.16107381856502856,0.9270608315353194
2,3,0,0.18044337381755934,0.13325047031581988,1.0506773874866133
2,3,1,0.1815366179252405,0.12757645374001694,1.0564953961063548
2,3,2,0.18256799259236406,0.12282653321722295,1.0567647484801974
2,3,3,0.18287729543915238,0.1230404006719173,1.049211048621973
2,3,4,0.1824486587906557,0.1264591172213156,1.0351937515793435
2,3,5,0.18500324092292003,0.12748638668991444,1.017126007923057
2,3,6,0.18769893830275675,0.13287317023155226,0.9940792076584304
2,3,7,0.19251996411303918,0.13682544394484414,0.9665305504258909
2,3,8,0.19721709996855064,0.1403858092533217,0.9419071247418662
2,3,9,0.20019927538141216,0.14793646892157258,0.9187225315596694
2,4,0,0.18044407538531493,0.13325009552462258,1.0506772205397756
2,4,1,0.1810763260768062,0.12743396047834354,1.0566988847419214
2,4,2,0.18045381750842399,0.1252120616141475,1.057225814688391
2,4,3,0.17896944618625704,0.1274392829695663,1.0509016759441798
2,4,4,0.1800762015985733,0.12586950876527786,1.0376645945112883
2,4,5,0.17884063262400485,0.12965933851683403,1.017509728476746
2,4,6,0.17734874657023597,0.13812582649916516,0.9926817951084239
2,4,7,0.1755272038129322,0.1476346566101622,0.9683934664698152
2,4,8,0.17427412515886165,0.15659400982987284,0.9446349288014628
2,4,9,0.17470573610339368,0.16244140909628807,0.9228207239865602
2,5,0,0.1804422171257754,0.13324985605011389,1.050678472318361
2,5,1,0.18086029286679278,0.12735287908488546,1.057197159380277
2,5,2,0.1811053345637209,0.1236668262960818,1.0575826004040563
2,5,3,0.17967977879054714,0.12529708187008023,1.0517168620602364
2,5,4,0.17914745807581353,0.12741109828227293,1.0382543142995835
2,5,5,0.17881776508443992,0.13394008773072721,1.0194097085484328
2,5,6,0.17677954896979403,0.14444845421301833,0.9965672776141425
2,5,7,0.1781479975925744,0.15113140980471737,0.9706196473033201
2,5,8,0.17993307891632027,0.15679471799050554,0.9473021359207896
2,5,9,0.18258632365796146,0.16228444582164883,0.923575744756994
2,6,0,0.1804432997395757,0.13325050422401308,1.0506773825960616
2,6,1,0.18049955216253505,0.12691079752944684,1.0552074253554502
2,6,2,0.17724198056829,0.125477994424641,1.057813123360666
2,6,3,0.17469401305740517,0.1262152046371647,1.052331562446996
2,6,4,0.17402659397488338,0.12608212335248836,1.040315642166075
2,6,5,0.17285559068323658,0.13185530759097103,1.023481422130242
2,6,6,0.1721937954841381,0.1410307337053218,1.0023542707353306
2,6,7,0.17217622368351204,0.152657621112324,0.9760287746969086
2,6,8,0.1741190046899198,0.16032461575908652,0.9516186595507073
2,6,9,0.1779168241604578,0.1655520914761585,0.9278616905907094
2,7,0,0.18044334545575696,0.13325032965913786,1.0506774630505131
2,7,1,0.18170631662726544,0.12755121081873896,1.056702185764937
2,7,2,0.1815648093329348,0.12733774407976853,1.0555126881412031
2,7,3,0.1820687165446693,0.12630521708363232,1.048784829537763
2,7,4,0.18269393912805545,0.12704645234087258,1.0349575669071711
2,7,5,0.18243391918414428,0.1333244887626422,1.0153300453979528
2,7,6,0.1845995182270967,0.13897898928022284,0.9911080811820911
2,7,7,0.18469985257416266,0.14975911360955613,0.965117695386025
2,7,8,0.18601944726682734,0.15818950360351963,0.9400501794194335
2,7,9,0.18712237508020085,0.1673149324285345,0.9165350835009927
2,8,0,0.1804439038129988,0.13325044585519075,1.0506769419111581
2,8,1,0.18159427894309055,0.1285458200331842,1.0577707540340209
2,8,2,0.18347059313863262,0.12274847898298227,1.0598876327164861
2,8,3,0.1843013827586481,0.1223589367490697,1.0543242832690385
2,8,4,0.1855501452432451,0.12301354679045615,1.0419507975635556
2,8,5,0.18580779449347756,0.1265441462218974,1.0225532418619514
2,8,6,0.18727786999459928,0.13222059751695253,0.9982128663508794
2,8,7,0.1887327820341334,0.13956632510222403,0.9712035688842229
2,8,8,0.188934986469117,0.1486593745529233,0.9466608683664032
2,8,9,0.19048539914597518,0.15589031435601108,0.9237662756528029
2,9,0,0.18044358362545346,0.1332501391281738,1.0506773669947447
2,9,1,0.18122933858158435,0.1274581371719478,1.057138058586797
2,9,2,0.18153983807495191,0.12393425393397557,1.0577565373306999
2,9,3,0.18149981186201636,0.12344508756671754,1.0515849544986342
2,9,4,0.18121056973268332,0.12615327369601842,1.0376421797770357
2,9,5,0.18010926367563151,0.13098393269620318,1.0169518169882434
2,9,6,0.17868682086725268,0.14072113427442445,0.991012795449358
2,9,7,0.17901825120863807,0.1466898014859822,0.9662453076418206
2,9,8,0.1811747487381185,0.14980462614131296,0.9427882152047894
2,9,9,0.18087004157434217,0.15782613198124032,0.9203189943517711
2,10,0,0.18044258920508668,0.1332499315342421,1.0506781116751596
2,10,1,0.1818592211301729,0.12779452542803568,1.0578724639657997
2,10,2,0.1829187142528603,0.12402923294535562,1.0599730787513366
2,10,3,0.1822892663027533,0.12559148790273056,1.0556006286107196
2,10,4,0.18269455924562714,0.12670973713571146,1.044096821779992
2,10,5,0.18226393637636673,0.1322635232388477,1.025363340371571
2,10,6,0.18341517393305554,0.1383470791970688,1.0027168981353785
2,10,7,0.18520029894965293,0.14586071461302752,0.9759423685503108
2,10,8,0.186053825871345,0.15495637499113504,0.9510446385020417
2,10,9,0.1863599687834065,0.16502067167454904,0.9268051059806238
2,11,0,0.18044308304969314,0.13325026546934104,1.0506780631971102
2,11,1,0.18029577450369852,0.1268703144476632,1.0556197094207316
2,11,2,0.17904985658621864,0.12139953896032743,1.0579163777170937
2,11,3,0.17658978954751314,0.12118765736291881,1.0531235769713407
2,11,4,0.17392119098281922,0.1243085598928384,1.0406809326815019
2,11,5,0.17259246019035823,0.1292650349484407,1.0235853448246117
2,11,6,0.17327453296701037,0.13519790052489283,1.0014880526903212
2,11,7,0.175310762345061,0.140993391332592,0.9755418669182723
2,11,8,0.17529383189307146,0.15080239476251128,0.9506271698394623
2,11,9,0.1751944577000806,0.16122324004435978,0.9267173161400825
2,12,0,0.18044291222642544,0.13325013455203086,1.0506776839641037
2,12,1,0.18003985745395076,0.1301874426560462,1.0560376714918849
2,12,2,0.17863494683019362,0.12816022474143463,1.0582850894932696
2,12,3,0.17663686040757634,0.13008156408631577,1.053051158468598
2,12,4,0.17760626227412019,0.12708070273345923,1.0415929823865833
2,12,5,0.17879954803782755,0.1297915539363363,1.024444278726049
2,12,6,0.18183101409270824,0.13248803070389623,1.003628488579731
2,12,7,0.18561302851806438,0.13764018129643107,0.9777625631238204
2,12,8,0.18713460987615094,0.14756124270528748,0.9514350844169316
2,12,9,0.18867310101004875,0.157308138717907,0.9266606615675217
2,13,0,0.18044344166199516,0.13325007996191413,1.0506777206506002
2,13,1,0.18133380925956608,0.1276419517790169,1.0572003419577243
2,13,2,0.1816183723425291,0.12510075456110545,1.0571464584612515
2,13,3,0.18360102456013555,0.12220129900359669,1.0492692738156815
2,13,4,0.18408193162797987,0.12378221526106997,1.0351752718416538
2,13,5,0.18329293543731384,0.12953970129452963,1.0140704926832982
2,13,6,0.18361607763922896,0.13584117344639082,0.9897039588677997
2,13,7,0.1853691211482644,0.1402964996901038,0.9645454346830509
2,13,8,0.1848615054631399,0.14876665470626524,0.9418043842616161
2,13,9,0.18485548220885703,0.1579094305663003,0.9192437369972232
2,14,0,0.18044265553637,0.1332499607597538,1.0506783289824113
2,14,1,0.1812080583396774,0.12756883614050113,1.0560850247704756
2,14,2,0.1806898792210585,0.12144832963656424,1.0605405292649723
2,14,3,0.18085598176408407,0.11745694317039658,1.0570448887491408
2,14,4,0.17972912938595914,0.1184792919599579,1.0467492566822825
2,14,5,0.17816661401194744,0.1243014371486697,1.0306357630316638
2,14,6,0.1800760282402495,0.12719340958949965,1.0104237209696387
2,14,7,0.18279722206908872,0.13321386920337053,0.98516608430071
2,14,8,0.18413687667732193,0.1420570934862108,0.9598489977157457
2,14,9,0.1852994467069611,0.15124198835626104,0.935396360291184
2,15,0,0.18044287577570264,0.1332498360861685,1.0506783074670127
2,15,1,0.17984889079559993,0.12812408159098637,1.0554324019975603
2,15,2,0.17764793690006359,0.1281184491699578,1.0539567541777695
2,15,3,0.1780947873478832,0.12491657268557334,1.045026033723985
2,15,4,0.17896932977075133,0.12240153799774608,1.0299706396795179
2,15,5,0.1799428568945336,0.12463996080569409,1.0103688351000035
2,15,6,0.18152409965364566,0.1304003213480696,0.9857329417037821
2,15,7,0.18256872789484135,0.13764876689301564,0.9611232103064427
2,15,8,0.1838493941585645,0.14516995795668686,0.9369702268127887
2,15,9,0.18414377575786567,0.1549631589816025,0.91380823233074
2,16,0,0.180443072148411,0.13324993726789305,1.050677757006585
2,16,1,0.181918940211809,0.12812037474804003,1.0573227437580845
2,16,2,0.18331445144358077,0.12461652030055703,1.0577796856928932
2,16,3,0.183926696779181,0.12488927257357782,1.0512630110086298
2,16,4,0.18416607461517867,0.12870022481686874,1.0370814253436218
2,16,5,0.18466700832995125,0.13215606200628185,1.0167388616399216
2,16,6,0.18431791960206845,0.1412687643984477,0.9910613169025112
2,16,7,0.1857191878881887,0.1469267294551465,0.9656276053511954
2,16,8,0.18521723928326828,0.15654213256709237,0.9408041791430257
2,16,9,0.18660860442892485,0.16310532396495717,0.918124224093467
2,17,0,0.18044304297276342,0.13325049559101745,1.0506777410266097
2,17,1,0.18046935141104312,0.12689126534715045,1.055286627659038
2,17,2,0.1794789649674609,0.12082648963743065,1.0577490464405113
2,17,3,0.1780924245728532,0.11852373295404457,1.0526566068461238
2,17,4,0.17536589078976872,0.12092913330133302,1.0407074720665759
2,17,5,0.17156311636328686,0.12812631391988555,1.0219527483754371
2,17,6,0.1707298346624182,0.13389802295425451,0.9984968795445086
2,17,7,0.16945131082488124,0.14193565699824773,0.9730992708616735
2,17,8,0.16874613632586877,0.14884611288914573,0.9497622491236234
