iteration,sequence_index,timestep_index,x,y,z
151,6,3,0.24220410305901624,0.22915361894247716,0.8017401322710801
151,6,4,0.24225195004794312,0.2301068082326931,0.81005889209023
151,6,5,0.24187667262907708,0.2285162260951243,0.8138291879833923
151,6,6,0.23765335425889522,0.22819245221074827,0.8090608464173882
151,6,7,0.23695622275180878,0.22427917757077365,0.7994349771117267
151,6,8,0.23889723899545368,0.2182913054560215,0.7861424086723013
151,6,9,0.23894922564728546,0.21720409549833072,0.7727985435629935
151,7,0,0.22853130629282536,0.23038050741577087,0.7705538545877131
151,7,1,0.23399254722420287,0.22782142629415023,0.7769957705965944
151,7,2,0.2356875938409958,0.2280036181866626,0.7862025168443224
151,7,3,0.2383927967329425,0.22521360926375597,0.8018290680429733
151,7,4,0.2364549789636465,0.22452634662994056,0.8120618784819352
151,7,5,0.23133700704587562,0.22485984946632476,0.817446511575754
151,7,6,0.2235929651440929,0.22622893182692755,0.8147006948166504
151,7,7,0.2204915292783225,0.2234025967859154,0.807088861959868
151,7,8,0.2219569438345436,0.21733395559691934,0.796854475289009
151,7,9,0.21984495203699334,0.21687713555935192,0.7839527167273124
151,8,0,0.22853078754801537,0.23038047825124885,0.7705542221808653
151,8,1,0.23357159148614387,0.22868838280563256,0.7774766433476098
151,8,2,0.23772993620051924,0.22563857208060223,0.7867360446126475
151,8,3,0.24116709085506166,0.2209563890614871,0.8017588418194613
151,8,4,0.24060813183137986,0.2179176838423892,0.8097917110974083
151,8,5,0.23785554335746756,0.21547729949976158,0.8140799408841585
151,8,6,0.22965609363540213,0.2156970839508233,0.8092726579962619
151,8,7,0.22522512973580447,0.21283612917048422,0.7998366556195692
151,8,8,0.22440112023839084,0.20771597148672988,0.7893831811514654
151,8,9,0.22142376580983297,0.20756333060398,0.7789985164059045
151,9,0,0.22853076835651348,0.2303802554053791,0.7705541831517815
151,9,1,0.23370785853452503,0.22816009935779258,0.7769597100119262
151,9,2,0.23754664320323488,0.22555357833904913,0.7862834885194113
151,9,3,0.23895977735755497,0.22382384627444601,0.8006226647721639
151,9,4,0.2368710781295631,0.22369132417023901,0.8099733038052086
151,9,5,0.23122522997109912,0.22430048702586422,0.8133846497729664
151,9,6,0.22332245396993028,0.22760676678180672,0.8093259217243801
151,9,7,0.2198015919027185,0.2272383527451579,0.801313560969268
151,9,8,0.2197422514785589,0.22377487978014451,0.7888768868220899
151,9,9,0.21764186451754786,0.22519817032880318,0.7764829558897515
151,10,0,0.22853065917607557,0.23038079944339324,0.7705540119411461
151,10,1,0.23376415189701294,0.22810147968585875,0.7770013607422924
151,10,2,0.23615024684511338,0.22800953046471786,0.7866721799153942
151,10,3,0.23777018600983685,0.225688735604825,0.8008149174665454
151,10,4,0.23491621158455706,0.2262645780701831,0.8121101348265036
151,10,5,0.23026565233739588,0.22569133632008495,0.8173590935070968
151,10,6,0.22258385876902226,0.22790536466011915,0.8141821032199789
151,10,7,0.21970397271501793,0.22631479450550784,0.8077167571050085
151,10,8,0.2209965719980841,0.22162544803905262,0.7980348255408407
151,10,9,0.21994356160466955,0.2215153651635913,0.7848286078842603
151,11,0,0.22853077217255846,0.23038063310158033,0.7705540810911983
151,11,1,0.23407300688736454,0.22746562910368373,0.7765247158521392
151,11,2,0.23779437374894571,0.22946682114829114,0.785918878780186
151,11,3,0.24231922098145459,0.22847875384406025,0.8010048234011301
151,11,4,0.2424777625168575,0.22945459202267673,0.8095022338612079
151,11,5,0.23969650639756065,0.23089734354019675,0.8130176462185424
151,11,6,0.23245525913897314,0.23354204987824656,0.8072986977458301
151,11,7,0.22761277487511122,0.23515164732619748,0.7976661522930963
151,11,8,0.22715148990153686,0.23344671053035598,0.7849354804822557
151,11,9,0.22499587092531137,0.23587169662024476,0.773324322922878
151,12,0,0.228531012574899,0.23038090204117082,0.7705537961623021
151,12,1,0.23403105664310675,0.227980231801578,0.7774618181043838
151,12,2,0.23735281433528943,0.22917031069364155,0.7872044279411016
151,12,3,0.2381396621618676,0.23092334109572335,0.8016092259254163
151,12,4,0.23530624567093295,0.2342204308293983,0.8101765570490791
151,12,5,0.23356275668221582,0.232711151160863,0.8131718024752314
151,12,6,0.22715185464155596,0.2331894358615506,0.8083530449093682
151,12,7,0.22544349868458763,0.22964385088382336,0.7995222803270354
151,12,8,0.22717789697292878,0.22315899077133344,0.7871250371252396
151,12,9,0.22634055002659237,0.22246194240614553,0.7756897803225478
151,13,0,0.2285309544786513,0.23038061249114702,0.7705540030052556
151,13,1,0.23379381248218972,0.22827912876622544,0.7770860251486408
151,13,2,0.23698185499213986,0.23091866303456446,0.7862143446441514
151,13,3,0.24042326249840967,0.23081641290118562,0.8005032785674485
151,13,4,0.2399785680968095,0.23250395123312267,0.8090557353708343
151,13,5,0.24086131482925238,0.22934567170642148,0.8127162056938697
151,13,6,0.237376366789953,0.22792422229030368,0.8084106984043482
151,13,7,0.23740014033579576,0.2232305692037775,0.7988583619586962
151,13,8,0.23942109460986719,0.21782437194765727,0.7866449811969733
151,13,9,0.23882457396441742,0.217507239822723,0.7734943509744165
151,14,0,0.22853127532512352,0.23038053676431752,0.7705538746819612
151,14,1,0.2335620244220787,0.22869773328463505,0.7772965703285377
151,14,2,0.23693017990477427,0.22685359531944083,0.7865337271212807
151,14,3,0.23885267684391542,0.22434446349521664,0.8009204440895671
151,14,4,0.23707665427460878,0.22357686192758097,0.8097098982205501
151,14,5,0.23559915340776938,0.21884659155427463,0.8139194823449316
151,14,6,0.23025363794036285,0.216707837787106,0.8092810666542446
151,14,7,0.22819727537549955,0.2122922986813623,0.8003549414304634
151,14,8,0.22992283884436832,0.20490173177666388,0.7885528419782379
151,14,9,0.22942024516982928,0.20295009476296294,0.7776230246339986
151,15,0,0.22853105694612966,0.23038012210636316,0.7705541179110379
151,15,1,0.23363975377133717,0.22839096382469293,0.77700364629571
151,15,2,0.2343128775636878,0.22982528139760922,0.7865581315212495
151,15,3,0.23563618077165727,0.22807764883333156,0.8012589909090637
151,15,4,0.2337061312741316,0.22996351293283224,0.8107830281956399
151,15,5,0.23344528571447368,0.2264896935507365,0.8142708308112093
151,15,6,0.22886688895805546,0.2247239857095411,0.8095262892087902
151,15,7,0.2287640418243257,0.21898123150562737,0.8002728473403743
151,15,8,0.23049827052711094,0.21250815809362184,0.7873782042040494
151,15,9,0.22990183373377485,0.2116678914571819,0.7760609185616004
151,16,0,0.22853105130772172,0.23038035032540707,0.7705540292454784
151,16,1,0.23419999471694675,0.2280170698586266,0.7778896773615938
151,16,2,0.23601223128190787,0.22828236102534386,0.7876674075122191
151,16,3,0.238896612894501,0.22502015301553047,0.8028218814194068
151,16,4,0.23694066634256075,0.2240869065791405,0.8112060033994034
151,16,5,0.23260039176081987,0.22272415786014776,0.8141450495193434
151,16,6,0.22705252706526,0.22398877750106327,0.8091876176977597
151,16,7,0.22492795739669647,0.22253438387898827,0.8005552524358575
151,16,8,0.2250610222622696,0.21991578832330072,0.7886397715508708
151,16,9,0.2231678231290028,0.2219052301907986,0.7757101080986644
151,17,0,0.2285308016339422,0.23038072316500202,0.770553953129668
151,17,1,0.23271860911931264,0.22951690041160444,0.7767217333688492
151,17,2,0.23295513275752228,0.2317576812226897,0.786355624520462
151,17,3,0.23385645926636345,0.2305811581720555,0.8004657514676206
151,17,4,0.23269817615798605,0.2291234603826801,0.8127174434093628
151,17,5,0.2322342987125972,0.2235919855345263,0.8205779439889365
151,17,6,0.22686805515747466,0.2201722240250108,0.8193776793383041
151,17,7,0.22224282432889703,0.21782378224398274,0.8135707436506541
151,17,8,0.22237066795372712,0.21208505663507782,0.8051496788370684
151,17,9,0.21966381793499776,0.21158430799027075,0.7929531455952732
151,18,0,0.22853071769718813,0.23038036660731426,0.7705544782300777
151,18,1,0.23398967218776415,0.2279559038618025,0.7773291837506684
151,18,2,0.235687626981256,0.2282197220438531,0.7867653535710192
151,18,3,0.23836585778902758,0.22510838187888083,0.8018255031641262
151,18,4,0.23660077735305896,0.22438945060147433,0.8134325286440656
151,18,5,0.23220812177380662,0.2236964983146772,0.8201339888013262
151,18,6,0.22424674923915489,0.224435977014814,0.8188299211231552
151,18,7,0.21921237568799418,0.22287699508866188,0.8123795041905425
151,18,8,0.21781638760865488,0.21879443764335366,0.8031372592894229
151,18,9,0.21355430311834542,0.22005610872606787,0.7911815666251077
151,19,0,0.22853060327226885,0.23038053500698732,0.770554456283073
151,19,1,0.2339295094671746,0.2276222423668396,0.776546136614902
151,19,2,0.23759350385746975,0.22922917324062306,0.7865888248774309
151,19,3,0.24180886601744722,0.22734913557931713,0.8003161571617519
151,19,4,0.24276409479631356,0.22654212522084954,0.8095241478791415
151,19,5,0.2396205892281011,0.22723753714011835,0.8126701860818225
151,19,6,0.2354395177639222,0.22563718356605036,0.8083435320977866
151,19,7,0.23442330675088918,0.22140194710622513,0.7988660487760368
151,19,8,0.23686900345868453,0.21449646872370898,0.7866650627781356
151,19,9,0.23641450989728058,0.21319966532844484,0.7738817766027747
151,20,0,0.22853122128969902,0.23038038910755929,0.7705539400777771
151,20,1,0.23401656079027616,0.2278412991135307,0.777151488810943
151,20,2,0.23709591216552986,0.2263800029348015,0.7867390652354769
151,20,3,0.2412428602349087,0.22134174279288424,0.8017849300443735
151,20,4,0.2407714624391975,0.21956347907494472,0.8187549858102893
151,20,5,0.23847476026940373,0.21638955482145586,0.8295532736814012
151,20,6,0.2334926854841186,0.21741201825670292,0.8323834611624478
151,20,7,0.2313716812292518,0.21716871575764998,0.8312951260379263
151,20,8,0.23304221630536076,0.2140042800401954,0.8269064686200321
151,20,9,0.23196397038565436,0.21623448433755268,0.8181597339828786
151,21,0,0.22853108407569275,0.23038056001830332,0.7705548346359731
151,21,1,0.23411101190721229,0.22810658550626411,0.7778893275356558
151,21,2,0.23609505609928036,0.2287271029447493,0.7881582329327975
151,21,3,0.23850821795737565,0.22616522503138095,0.8030764596946679
151,21,4,0.238308361402629,0.22353876353974372,0.8113169485087445
151,21,5,0.23631624490774922,0.2195564768848015,0.8142425799435817
151,21,6,0.23040997619501416,0.21786201495403468,0.80877507603255
151,21,7,0.22699399866277548,0.2150478984232311,0.7990588981888656
151,21,8,0.22718213099571488,0.20960167750307462,0.7871990971370129
151,21,9,0.2250310016259427,0.209425101528399,0.7758784950679933
151,22,0,0.22853087586766416,0.23038032263095765,0.7705538636045226
151,22,1,0.2329771954417323,0.2276677114194652,0.776835348307771
151,22,2,0.23567613121750786,0.22959405718731607,0.7863140991920348
151,22,3,0.23887971124349278,0.22843450956884098,0.8005982474904754
151,22,4,0.23759444886977277,0.22989559323376713,0.811895234946297
151,22,5,0.23753713633189094,0.22668260829582043,0.8185297171148732
151,22,6,0.23332589487279026,0.22510459566631125,0.817071809581269
151,22,7,0.23224404375261104,0.22113195726005438,0.8108894097771912
151,22,8,0.23188965232249037,0.2183518721455775,0.8018693073394435
151,22,9,0.22977188885187616,0.2195212698044048,0.7885471752891785
151,23,0,0.22853096619293461,0.23038063277523207,0.7705542755083491
151,23,1,0.2321808719327439,0.23026033533794046,0.7765902218460495
151,23,2,0.23251378937407263,0.23211731394034557,0.7858338356093084
151,23,3,0.2339658903805373,0.2307435301703748,0.8009998192071385
151,23,4,0.23187428298211377,0.23173732081930642,0.8117519591590173
151,23,5,0.22893002153354802,0.22997180362521813,0.8163527292019567
151,23,6,0.22193156871919914,0.22949005630661246,0.8120209010002003
151,23,7,0.21971717700115453,0.22535214283919236,0.8045477855293901
151,23,8,0.22106016466343598,0.21861660201173677,0.7940595537446569
151,23,9,0.22073349194099823,0.21617394072566087,0.7825495825030064
151,24,0,0.2285308160184701,0.23038044189375964,0.7705542271664215
151,24,1,0.23407060496381396,0.22776597208461125,0.7771109556275895
151,24,2,0.23669301493259687,0.22699400007838158,0.7866045941195098
151,24,3,0.2397810126317262,0.22316566108038688,0.8013026277479098
151,24,4,0.2385789815939494,0.22200234700923638,0.8155097757418989
151,24,5,0.23718077569894577,0.21753979237647417,0.8243514798551392
151,24,6,0.23335061014688063,0.21639323172878452,0.8243919263726103
151,24,7,0.22894103686439288,0.21820145076787326,0.8207437122545231
151,24,8,0.2284538336728491,0.21674675375042252,0.8130005388005479
151,24,9,0.22579184433046584,0.21983629775033386,0.8011059641082802
151,25,0,0.22853084135063745,0.2303806993193406,0.770554313363908
151,25,1,0.23402534151462268,0.2278065112219802,0.7770398428904519
151,25,2,0.23610298609304115,0.2278483093495951,0.786599513671602
151,25,3,0.23833015652649536,0.22487063095945312,0.8007727072813767
151,25,4,0.238174644299928,0.22231438133971976,0.8138209656091495
151,25,5,0.23356761442710663,0.2221144039941258,0.8213493487516631
151,25,6,0.22773488658830993,0.22403655806168565,0.8206848610456363
151,25,7,0.2263954669394911,0.22199485754260934,0.8155674428781545
151,25,8,0.22886076254483348,0.21723232767686665,0.8077486055904457
151,25,9,0.2289917604692156,0.2169490577478682,0.7949685508401592
152,0,0,0.22792062219372425,0.22081639111597962,0.7833442768133297
152,1,0,0.23166371416214848,0.22234873235078456,0.7781253418593596
152,1,1,0.23632859543600404,0.2207767993545494,0.7846782462844676
152,1,2,0.23882667162575466,0.22414266540872968,0.7943632597402664
152,1,3,0.24238562625616245,0.22393333382431746,0.8092667434546874
152,1,4,0.2413229404295631,0.2261093592196699,0.8175207183311041
152,1,5,0.23850683695591127,0.22770070503885587,0.8218546717793679
152,1,6,0.2341786448955489,0.22782161997775172,0.8164639644667023
152,1,7,0.23235205997939273,0.2261386227349453,0.806615030469995
152,1,8,0.23445416961334473,0.22151758467411195,0.7939796639419106
152,1,9,0.2346188906449354,0.22159680377135577,0.7803193201948756
152,2,0,0.23166372947242864,0.22234879908876193,0.7781250726818946
152,2,1,0.23669668602867183,0.22001793929219077,0.7842959207762025
152,2,2,0.2381700843149993,0.22076741046213222,0.7941367644334751
152,2,3,0.23960329932519184,0.21864879520839625,0.8090927919969726
152,2,4,0.2369213549424561,0.21863166810818424,0.8188203114668245
152,2,5,0.23401206129492708,0.2153977104732063,0.8234321595280767
152,2,6,0.2287440105222932,0.21448212641674677,0.8204562761809675
152,2,7,0.22623118982246992,0.21202254619058392,0.8129186067619766
152,2,8,0.22708353322621455,0.20667753786226767,0.801513354023195
152,2,9,0.22590572563508418,0.20661515765240834,0.7895523846805862
152,3,0,0.23166340979196964,0.2223484290527845,0.7781254282306509
152,3,1,0.2356609235038986,0.22159145961142512,0.7843143229544367
152,3,2,0.23587228209613237,0.2246562658930967,0.7939693402896533
152,3,3,0.2365242156525103,0.22441766070163033,0.8085846979778883
152,3,4,0.233270774960176,0.226266433722605,0.8182129342997877
152,3,5,0.23087876393639128,0.22360479021313862,0.8225480329480453
152,3,6,0.2260466529275496,0.22497745789586038,0.8198107331844701
152,3,7,0.22559717306344157,0.22256495876315582,0.8121093804211114
152,3,8,0.22897759937175455,0.21725136395412048,0.8014178150667773
152,3,9,0.2294558064196639,0.21741581461850026,0.7883287552176164
152,4,0,0.23166357682161864,0.22234865781538452,0.7781250632803905
152,4,1,0.23586454612552424,0.22150556848471697,0.7845445318481028
152,4,2,0.237455333769583,0.22319485997214789,0.7937516067143915
152,4,3,0.23966852035335406,0.22162840447375348,0.8077289342960976
152,4,4,0.2372401232969363,0.2225624897271346,0.8150048506356973
152,4,5,0.23598671183161257,0.2192037814869017,0.818096961909398
152,4,6,0.229923135318836,0.21790504123501528,0.8120534523385389
152,4,7,0.22581441304768562,0.21587782000434982,0.8016062322859548
152,4,8,0.2253539561358071,0.21124253282392735,0.7896985221279209
152,4,9,0.22285892884395847,0.2118568646061148,0.7790258782524813
152,5,0,0.23166330275067898,0.22234857089218774,0.7781252610048406
152,5,1,0.23657428704667188,0.2206984186309643,0.7851194858004052
152,5,2,0.2397523732377651,0.22356010448559566,0.7953251938179872
152,5,3,0.2439448253517365,0.22246301824604836,0.8098252988763429
152,5,4,0.24369600017710003,0.22395383720758621,0.8179043198631054
152,5,5,0.24132686897155473,0.22473813592395497,0.8209435790926152
152,5,6,0.234730804349767,0.22698549940479568,0.8153697303757175
152,5,7,0.23313308551982953,0.2247554304147649,0.8057347498480802
152,5,8,0.23528796418007858,0.21957986874713878,0.7929042111023449
152,5,9,0.235618060972767,0.21923588431486365,0.7795080164874273
152,6,0,0.23166374654725086,0.2223487246317164,0.7781251009919338
152,6,1,0.23624988070904004,0.22118036674817626,0.785142069885977
152,6,2,0.23768191479179246,0.22222315022003472,0.7951913609938989
152,6,3,0.23892113835624307,0.2203118405047282,0.8099167197047376
152,6,4,0.23608065749746582,0.22081898329308242,0.8183321532668961
152,6,5,0.2313449141958444,0.22022195966646585,0.820648835098304
152,6,6,0.22547076501001095,0.22171816790504717,0.8151588778312227
152,6,7,0.22406910149616893,0.2195962918488659,0.8065572678259557
152,6,8,0.22657861403133112,0.21437406084455043,0.7946308834031466
152,6,9,0.22715949223068893,0.21386530240809687,0.7820672038896316
152,7,0,0.231663515031015,0.22234856402968894,0.7781251265004387
152,7,1,0.23650735493716277,0.2204116226787919,0.7847271177369146
152,7,2,0.2372387039569448,0.2214287326455418,0.7938967066097148
152,7,3,0.23775579117173756,0.22074959094422553,0.8089998828104438
152,7,4,0.2342024376548793,0.22184130653528883,0.8192833068724795
152,7,5,0.22846679480892662,0.22250555312335119,0.8239011283460147
152,7,6,0.22216638022782684,0.2207159407601974,0.8214599003203663
152,7,7,0.22008333439784067,0.21525927240221954,0.8140154045884672
152,7,8,0.22144034372655116,0.20754110686234073,0.8038509833544034
152,7,9,0.22052258748525944,0.20453768421101745,0.7919374499948478
152,8,0,0.23166327537695308,0.2223482892622042,0.7781255946549283
152,8,1,0.2362857339031706,0.22051476505535764,0.7842839549503253
152,8,2,0.24043115109478747,0.22169944352857768,0.7935723031556445
152,8,3,0.245455332751585,0.21981840282655934,0.8088411042721573
152,8,4,0.24563535324331287,0.22057461509150175,0.8174082852374704
152,8,5,0.24613913933480436,0.21756127879242787,0.8208458887633721
152,8,6,0.24230883970821837,0.2164380059512524,0.8160519341273252
152,8,7,0.24188704567658267,0.21245796814532594,0.8068369547775542
152,8,8,0.24424450220559768,0.20689521245682757,0.794737910427187
152,8,9,0.2441546023833661,0.20634936509733423,0.7811433797056333
152,9,0,0.2316639209099544,0.222348418881731,0.7781251615306506
152,9,1,0.2368530369709084,0.22031079383101082,0.7852366850297018
152,9,2,0.23922124068307088,0.2193799843346393,0.7946531520334781
152,9,3,0.24215949809285553,0.21530643949355543,0.8095307747849569
152,9,4,0.24092013261065154,0.2139482938301128,0.8209680299729161
152,9,5,0.23941297469873285,0.2096585493148517,0.8280688910852491
152,9,6,0.23625259237675722,0.20832245968213872,0.8258215236595663
152,9,7,0.23559006251888281,0.20535289168077284,0.8190417252108773
152,9,8,0.23866613650167712,0.19962872684526545,0.8096098459998461
152,9,9,0.23915574154306418,0.19947755794698546,0.7964322498051312
152,10,0,0.2316637902437988,0.22234824458198815,0.7781255250846395
152,10,1,0.23724454150458185,0.21965502915802648,0.7851999310964971
152,10,2,0.23883527379104458,0.21975883143181543,0.794868803738448
152,10,3,0.24124841354882803,0.21635944138918298,0.8093342955096786
152,10,4,0.23939747863423733,0.215832945236844,0.822358249189213
152,10,5,0.23369559879102994,0.21656275665012029,0.8285289111441333
152,10,6,0.22593953613729661,0.2211633396944634,0.8281200264206815
152,10,7,0.22298725393206953,0.2214960197552585,0.8229481096564456
152,10,8,0.22430159789250642,0.21880297466426057,0.8147945468709242
152,10,9,0.22263352883833876,0.22120450962898708,0.8019374086003814
152,11,0,0.23166331856050196,0.22234886727430106,0.7781255870032684
152,11,1,0.2360438755644762,0.22105515981273444,0.7845744827385139
152,11,2,0.2373650689486323,0.22122837809782586,0.7935795234827313
152,11,3,0.23939892915548805,0.21850723083261048,0.8087170974429654
152,11,4,0.2370542439730151,0.2186157876170357,0.8230323535595004
152,11,5,0.23293180121577972,0.21771547894976545,0.8316674089333
152,11,6,0.2248739758990491,0.21831483979638902,0.8312535627520329
152,11,7,0.21875395115627497,0.21900120647895824,0.8273880645045666
152,11,8,0.21626930196858235,0.2166818620676579,0.8192277576314464
152,11,9,0.21192002224599504,0.2190718053999373,0.8071788813947389
152,12,0,0.23166298384951,0.22234879880454722,0.7781259832628755
152,12,1,0.23630563474893773,0.22088029234698137,0.7845864229516231
152,12,2,0.23712250416740718,0.2223429409502323,0.7944808394083706
152,12,3,0.23846095957865976,0.22064659852123653,0.8095652339675167
152,12,4,0.23558048425548486,0.2211955160509793,0.820978111834691
152,12,5,0.23250649148593688,0.2182788807093391,0.8274079293971327
152,12,6,0.22716936518244243,0.21808207998196982,0.8251057039564
152,12,7,0.22657295327860194,0.21365801101356363,0.8179707563529024
152,12,8,0.2298999539321574,0.20646029121528173,0.8084325515900112
152,12,9,0.2304597150742071,0.20412816922439822,0.7942300033905408
152,13,0,0.2316635959252834,0.22234830843691447,0.7781255526174156
152,13,1,0.2351017009637426,0.22242607860643518,0.7843832408120541
152,13,2,0.23431837395657842,0.2254706565953365,0.7934552038994217
152,13,3,0.2346803596223578,0.22511623287215843,0.8082095091672303
152,13,4,0.23365384802633798,0.22251448400199064,0.8162722606205582
152,13,5,0.23091557130391926,0.21937446317175346,0.8200957397272468
152,13,6,0.22508338139294704,0.2191167508032289,0.8150817809572023
152,13,7,0.22254310108641776,0.21663744132579713,0.8055940101030938
152,13,8,0.22324586961517906,0.2120905603787856,0.7935784157111273
152,13,9,0.2220532186888422,0.21239901530289756,0.7819728980525009
152,14,0,0.23166334555582396,0.22234854311907326,0.7781251864046843
152,14,1,0.23508087435643726,0.2227970864047487,0.7850218202887169
152,14,2,0.2369705674458431,0.22388609166149526,0.7945837660155564
152,14,3,0.23935939470665318,0.22193522829207207,0.8093234952831929
152,14,4,0.23773510460557956,0.22195775509027554,0.8179976771233841
152,14,5,0.23687477912210902,0.21801638735687495,0.8228133319438867
152,14,6,0.23210283280284755,0.21645684547594143,0.8185227835532302
152,14,7,0.23026197903367873,0.21293698633752015,0.8096989991958332
152,14,8,0.2320872567624492,0.2066471767577279,0.7978104336313973
152,14,9,0.2315985515257391,0.20549018900885296,0.7852767534827972
152,15,0,0.23166360172993627,0.22234835559457408,0.7781253715929152
152,15,1,0.2365730468919303,0.220705187053217,0.7851717366516184
152,15,2,0.23948276053823875,0.22362815841188194,0.7946906014151133
152,15,3,0.24192643642873746,0.22492045108894973,0.8090864157138014
152,15,4,0.24271782697553335,0.2248233576981225,0.8180448598121194
152,15,5,0.24135781678506507,0.22399159069264515,0.8207505940240732
152,15,6,0.23608278598796392,0.2246179955354972,0.8155341119512906
152,15,7,0.23384348164785868,0.2231626224962323,0.8061971095734198
152,15,8,0.23451289006823128,0.2190238279089286,0.7926926727222352
152,15,9,0.23311518903916198,0.22004527269858934,0.7790939661005406
152,16,0,0.2316636319343821,0.22234876639710704,0.7781250554759988
152,16,1,0.23689100307940247,0.21967994740701455,0.7845017165486583
152,16,2,0.24060228374870637,0.2211959358845024,0.793360984520864
152,16,3,0.24496524611781156,0.21996315864071908,0.8081296472414461
152,16,4,0.24587846709398448,0.22019091975762856,0.819222047796843
152,16,5,0.24467492808094954,0.21925533826390323,0.8244359642207645
152,16,6,0.24082376371840425,0.2181397319581041,0.8216164128202724
152,16,7,0.2390298776242341,0.2164404532425944,0.8147400206321594
152,16,8,0.24089986584671733,0.2117819830865903,0.8045785918316941
152,16,9,0.24019176961580052,0.21216297965014796,0.7902207809361752
152,17,0,0.2316638166502903,0.22234854619567562,0.7781252988237691
152,17,1,0.23595902030204183,0.22133055340333257,0.7847891921974655
152,17,2,0.23638279649336513,0.223232535755458,0.7943886592214138
152,17,3,0.23735646739498512,0.2218609172950665,0.8094042038084681
152,17,4,0.23396543645197848,0.22277799733085163,0.819190008579051
152,17,5,0.23014124651580906,0.2210760181620375,0.8241149459274252
152,17,6,0.22304398695586364,0.22205695842489173,0.8214114391387959
152,17,7,0.21939075937377067,0.22048945591800706,0.8141006394703821
152,17,8,0.21990732382600936,0.2157858727024189,0.8034397258173005
152,17,9,0.21737840908245304,0.2166724569721517,0.7909650373858652
152,18,0,0.23166317579869022,0.222348705101926,0.778125506756442
152,18,1,0.23631980102209577,0.22085949764286122,0.7846027797565023
152,18,2,0.23692963088383956,0.22268721822162765,0.7945730426028986
152,18,3,0.23780317155760977,0.2211637903686843,0.8085897277782417
152,18,4,0.2346927052374097,0.22191205356311297,0.8188699135207411
152,18,5,0.22972155131740807,0.22138521562895472,0.823845370299403
152,18,6,0.22423327090674988,0.22063682340724095,0.8209702511838908
152,18,7,0.22345140698119956,0.2156732758745578,0.8135495120857582
152,18,8,0.22620574488988476,0.2082328299777146,0.8035400720709568
152,18,9,0.2260179315858427,0.2059866000621917,0.7900924177459981
152,19,0,0.23166347303121024,0.22234834489505328,0.7781254706220834
152,19,1,0.23607951152145404,0.22126951001290668,0.7850200333922824
152,19,2,0.2398113218076603,0.22317464235446305,0.794454374164547
152,19,3,0.24406409450910901,0.22225469511781937,0.8100393757978912
152,19,4,0.24377766584909305,0.22362624914037815,0.8187451758445228
152,19,5,0.24242223672291405,0.22245311455628325,0.8212249124978604
152,19,6,0.2382794232293715,0.22178161544072636,0.8164801725759888
152,19,7,0.23539521302484476,0.22118399101606312,0.8071168808942587
152,19,8,0.23518685655367016,0.2185605753884009,0.7945026774415992
152,19,9,0.23415218913244956,0.21936381586118217,0.78071814596534
152,20,0,0.23166361813217923,0.22234879618656658,0.7781251462286514
152,20,1,0.2360507651188144,0.22154524524354333,0.7853189760908461
152,20,2,0.23690346901187181,0.2245213475008747,0.7949006326795625
152,20,3,0.23916921743516031,0.22372391708032646,0.8099430359821163
152,20,4,0.23779782086890955,0.22384569028865436,0.8193236242768426
152,20,5,0.2364124296237771,0.22092175349056425,0.8241318341676376
152,20,6,0.2305461561211713,0.22011350836534932,0.8203788948801676
152,20,7,0.22671878353870972,0.21868501697884596,0.8122956867199896
152,20,8,0.2270321162580763,0.2138984868111923,0.8007870097339735
152,20,9,0.22456402638380935,0.21445606075375223,0.7878219518496964
152,21,0,0.23166344191157973,0.22234852457417337,0.7781253614632163
152,21,1,0.23708649183603606,0.21978215583598573,0.7851214799084778
152,21,2,0.23901136423850472,0.2200808667691438,0.7947287148076796
152,21,3,0.24190713198103575,0.2167346591117518,0.809386903160819
152,21,4,0.23999835231161115,0.2165727767237344,0.820993352738513
152,21,5,0.23796435447679998,0.2131268150077738,0.8272743583615765
152,21,6,0.2313980534719277,0.2118804834198696,0.824800047574926
152,21,7,0.2290117742457958,0.20763857452867052,0.819071376297786
152,21,8,0.230766273450437,0.199968283388037,0.8096499523713301
152,21,9,0.22977414183997474,0.197898394735075,0.7976326057929038
152,22,0,0.23166355094016064,0.2223481254523416,0.7781256920025547
152,22,1,0.23561630080776563,0.22174481622628292,0.7843529815080045
152,22,2,0.23599376993667198,0.22346469615571976,0.7934527005760672
152,22,3,0.2368771748250238,0.22197163170762663,0.8076094565116131
152,22,4,0.23543828245965354,0.22100578619195954,0.8199616183987003
152,22,5,0.23379643998493793,0.2163954528701506,0.8273878169050273
152,22,6,0.22938302042638414,0.214493719158289,0.8265175149659939
152,22,7,0.22918519310358254,0.2087408512085025,0.8208399544845977
152,22,8,0.2295283315870866,0.2046335998869326,0.811924228987288
152,22,9,0.22773850628941564,0.2055196758916945,0.7990678709933887
152,23,0,0.23166346862940324,0.22234841837364647,0.7781257180067103
152,23,1,0.23702284482532981,0.21982432590923173,0.7848002345010932
152,23,2,0.23942524604667567,0.22255247577054543,0.794408884450003
152,23,3,0.24332997197793793,0.22121496270616597,0.8088394862424793
152,23,4,0.24284379728327452,0.2225297214931993,0.8183177835523089
152,23,5,0.2418291876418009,0.22114388934592386,0.8223931335213747
152,23,6,0.23823861343238978,0.2231169099116122,0.8182829319004349
